ServiceStatus,MajorCyclewayName,Type,CreateDate,LastEditDate,Shape__Length,Ownership,PublicRelevance,GeometryPath
In Service,South Express Cycleway,Cycleway,2021-11-29 13:16:26+13:00,2023-06-10 00:42:25+12:00,1003.08,CCC,Public,"[[[172.58508854553935, -43.53441957871272], [172.58331985111008, -43.53375837578721], [172.58271123431436, -43.53413254663061], [172.58192724054567, -43.534215714443825], [172.58195449928047, -43.53454918865663], [172.58029810720907, -43.53467216810415], [172.58032617872774, -43.53488735165331], [172.58029631725992, -43.53493025796091], [172.57430663844232, -43.53538596669987]], [[172.5850915858124, -43.53442454387495], [172.58509166265384, -43.53442254251267]], [[172.58509219443448, -43.534421157790455], [172.58509251491677, -43.53442387553075]], [[172.58509166265384, -43.53442254251267], [172.58509129468314, -43.53442350192907]], [[172.5850916058604, -43.534420717148414], [172.58509129468314, -43.53442350192907]], [[172.58509129468314, -43.53442350192907], [172.58509146885544, -43.534420662625834]], [[172.58509129468314, -43.53442350192907], [172.585091237946, -43.5344205852519]], [[172.58508906539768, -43.534422821222954], [172.58509057750055, -43.534420337940055]], [[172.58509219443448, -43.534421157790455], [172.58509166265384, -43.53442254251267]], [[172.58509166265384, -43.53442254251267], [172.58509173052627, -43.53442076622366]], [[172.58509107869477, -43.53442052614648], [172.58509091653212, -43.53442215532428], [172.5850909515475, -43.534420477962634]], [[172.58508916009598, -43.53442182569836], [172.58508906965764, -43.534421477806745]], [[172.5850900442024, -43.534420138812045], [172.58508935114887, -43.53442157877526]], [[172.58508963928912, -43.53441998787237], [172.58508935114887, -43.53442157877526]], [[172.58508935114887, -43.53442157877526], [172.58508944053915, -43.53441991331642]], [[172.58508935114887, -43.53442157877526], [172.58508933930776, -43.53441987603169]], [[172.58508910969763, -43.53441978965825], [172.58508906965764, -43.534421477806745]], [[172.58508906965764, -43.534421477806745], [172.58508854553935, -43.53441957871272]], [[172.58509398261322, -43.53441649648481], [172.58509219443448, -43.534421157790455]], [[172.585091899655, -43.534418662548006], [172.58509219443448, -43.534421157790455]], [[172.58509185024784, -43.53442081438057], [172.58509173052627, -43.53442076622366]], [[172.58509173052627, -43.53442076622366], [172.58509179835548, -43.53441899623747]], [[172.58509173052627, -43.53442076622366], [172.5850916058604, -43.534420717148414]], [[172.58509179835548, -43.53441899623747], [172.5850916058604, -43.534420717148414]], [[172.5850916058604, -43.534420717148414], [172.58509146885544, -43.534420662625834]], [[172.58509146885544, -43.534420662625834], [172.58509156932863, -43.53441900531103]], [[172.5850912369059, -43.53442055643456], [172.58509146885544, -43.534420662625834]], [[172.58509146885544, -43.534420662625834], [172.585091237946, -43.5344205852519]], [[172.585091237946, -43.5344205852519], [172.5850912369059, -43.53442055643456]], [[172.585091237946, -43.5344205852519], [172.58509107869477, -43.53442052614648]], [[172.5850912369059, -43.53442055643456], [172.5850912140709, -43.53441937409584]], [[172.58509108264838, -43.53442049104431], [172.5850912369059, -43.53442055643456]], [[172.58509108264838, -43.53442049104431], [172.58509107869477, -43.53442052614648]], [[172.58509107869477, -43.53442052614648], [172.5850909515475, -43.534420477962634]], [[172.58509119038337, -43.53441939922171], [172.58509108264838, -43.53442049104431]], [[172.58509095183146, -43.534420436544174], [172.58509108264838, -43.53442049104431]], [[172.5850909515475, -43.534420477962634], [172.58509095183146, -43.534420436544174]], [[172.5850909515475, -43.534420477962634], [172.58509057750055, -43.534420337940055]], [[172.58509095183146, -43.534420436544174], [172.5850909668006, -43.53441969735093]], [[172.5850906062867, -43.534420291222496], [172.58509095183146, -43.534420436544174]], [[172.58509057750055, -43.534420337940055], [172.5850906062867, -43.534420291222496]], [[172.58509057750055, -43.534420337940055], [172.58509036763672, -43.53442025974207]], [[172.5850906062867, -43.534420291222496], [172.5850909668006, -43.53441969735093]], [[172.58509041006755, -43.534420208571916], [172.5850906062867, -43.534420291222496]], [[172.58509036763672, -43.53442025974207], [172.58509041006755, -43.534420208571916]], [[172.58509033422158, -43.53441953748127], [172.58509036763672, -43.53442025974207]], [[172.58509036763672, -43.53442025974207], [172.5850900442024, -43.534420138812045]], [[172.58509041006755, -43.534420208571916], [172.58509096849502, -43.53441963072574]], [[172.58509041006755, -43.534420208571916], [172.58509097435615, -43.53441931739968]], [[172.58509097579747, -43.53441928769095], [172.58509041006755, -43.534420208571916]], [[172.58509033422158, -43.53441953748127], [172.5850900442024, -43.534420138812045]], [[172.5850900442024, -43.534420138812045], [172.58508963928912, -43.53441998787237]], [[172.58509020907897, -43.53441685016383], [172.58508963928912, -43.53441998787237]], [[172.58508963928912, -43.53441998787237], [172.58508944053915, -43.53441991331642]], [[172.58508944053915, -43.53441991331642], [172.585089808958, -43.534413111954855]], [[172.58508944053915, -43.53441991331642], [172.58508933930776, -43.53441987603169]], [[172.58508933930776, -43.53441987603169], [172.58508929084167, -43.5344126841744]], [[172.58508933930776, -43.53441987603169], [172.58508910969763, -43.53441978965825]], [[172.58509097259383, -43.53441939392927], [172.58509069480587, -43.5344198359295]], [[172.58508925761126, -43.5344126570411], [172.58508910969763, -43.53441978965825]], [[172.58508910969763, -43.53441978965825], [172.58508854553935, -43.53441957871272]], [[172.5850909668006, -43.53441969735093], [172.58509106572046, -43.53441953023115]], [[172.5850909668006, -43.53441969735093], [172.58509096849502, -43.53441963072574]], [[172.58509096849502, -43.53441963072574], [172.58509106572046, -43.53441953023115]], [[172.58509096849502, -43.53441963072574], [172.58509097259383, -43.53441939392927]], [[172.58508854553935, -43.53441957871272], [172.5850865484952, -43.534412282538476], [172.58508908284517, -43.53441251414]], [[172.58509099839625, -43.53441815774163], [172.58509033422158, -43.53441953748127]], [[172.58509020907897, -43.53441685016383], [172.58509033422158, -43.53441953748127]], [[172.58509106572046, -43.53441953023115], [172.58509108568902, -43.53441950599218]], [[172.58509108568902, -43.53441950599218], [172.58509119038337, -43.53441939922171]], [[172.58509108568902, -43.53441950599218], [172.58509120085222, -43.53441931642076]], [[172.58509119038337, -43.53441939922171], [172.5850912140709, -43.53441937409584]], [[172.58509120085222, -43.53441931642076], [172.58509119038337, -43.53441939922171]], [[172.5850912078275, -43.53441902110722], [172.58509097259383, -43.53441939392927]], [[172.58509097259383, -43.53441939392927], [172.58509097435615, -43.53441931739968]], [[172.5850912140709, -43.53441937409584], [172.58509156932863, -43.53441900531103]], [[172.5850912140709, -43.53441937409584], [172.58509120085222, -43.53441931642076]], [[172.58509097435615, -43.53441931739968], [172.58509120581525, -43.53441895356816]], [[172.58509097435615, -43.53441931739968], [172.58509097579747, -43.53441928769095]], [[172.58509120085222, -43.53441931642076], [172.58509121091365, -43.53441929304627]], [[172.58509121091365, -43.53441929304627], [172.5850915901646, -43.53441867403084]], [[172.58509121091365, -43.53441929304627], [172.58509121159886, -43.53441919310175]], [[172.58509120608687, -43.53441891395052], [172.58509097579747, -43.53441928769095]], [[172.58509097579747, -43.53441928769095], [172.58509099839625, -43.53441815774163]], [[172.58509123160763, -43.5344189824753], [172.58509121159886, -43.53441919310175]], [[172.58509121159886, -43.53441919310175], [172.5850912078275, -43.53441902110722]], [[172.58509123160763, -43.5344189824753], [172.5850912078275, -43.53441902110722]], [[172.5850912078275, -43.53441902110722], [172.58509120581525, -43.53441895356816]], [[172.58509156932863, -43.53441900531103], [172.5850918074171, -43.53441875765818]], [[172.58509156932863, -43.53441900531103], [172.5850915901646, -43.53441867403084]], [[172.58509182735474, -43.534418737921214], [172.58509179835548, -43.53441899623747]], [[172.58509179835548, -43.53441899623747], [172.5850918074171, -43.53441875765818]], [[172.58509160822902, -43.53441838596091], [172.58509123160763, -43.5344189824753]], [[172.5850912395951, -43.534418900565754], [172.58509123160763, -43.5344189824753]], [[172.58509120581525, -43.53441895356816], [172.5850912395951, -43.534418900565754]], [[172.58509120581525, -43.53441895356816], [172.58509120608687, -43.53441891395052]], [[172.58509124489746, -43.53441884926087], [172.58509120608687, -43.53441891395052]], [[172.58509120608687, -43.53441891395052], [172.58509118296791, -43.53441777303023]], [[172.5850912395951, -43.534418900565754], [172.58509161241724, -43.53441831664352]], [[172.58509124489746, -43.53441884926087], [172.5850912395951, -43.534418900565754]], [[172.58509161659921, -43.534418248226515], [172.58509124489746, -43.53441884926087]], [[172.58509139515607, -43.534417331692346], [172.58509124489746, -43.53441884926087]], [[172.5850918074171, -43.53441875765818], [172.58509182735474, -43.534418737921214]], [[172.5850918074171, -43.53441875765818], [172.58509182549088, -43.53441828770276]], [[172.58509182735474, -43.534418737921214], [172.585091899655, -43.534418662548006]], [[172.5850918669031, -43.53441838509876], [172.58509182735474, -43.534418737921214]], [[172.5850915901646, -43.53441867403084], [172.58509182549088, -43.53441828770276]], [[172.5850915901646, -43.53441867403084], [172.58509160822902, -43.53441838596091]], [[172.585091899655, -43.534418662548006], [172.58509398261322, -43.53441649648481]], [[172.5850918669031, -43.53441838509876], [172.585091899655, -43.534418662548006]], [[172.5850918309569, -43.53441803200235], [172.58509160822902, -43.53441838596091]], [[172.58509160822902, -43.53441838596091], [172.58509161241724, -43.53441831664352]], [[172.58509188933155, -43.534418182584886], [172.5850918669031, -43.53441838509876]], [[172.58509185052716, -43.534418246374145], [172.5850918669031, -43.53441838509876]], [[172.58509161241724, -43.53441831664352], [172.5850918201085, -43.534417989643096]], [[172.58509161241724, -43.53441831664352], [172.58509161659921, -43.534418248226515]], [[172.58509182549088, -43.53441828770276], [172.58509185052716, -43.534418246374145]], [[172.58509182549088, -43.53441828770276], [172.5850918329815, -43.53441809774061]], [[172.58509181309643, -43.53441792928928], [172.58509161659921, -43.534418248226515]], [[172.58509161659921, -43.534418248226515], [172.58509169610065, -43.53441694200071]], [[172.58509185052716, -43.534418246374145], [172.58509188933155, -43.534418182584886]], [[172.5850918329815, -43.53441809774061], [172.58509185052716, -43.534418246374145]], [[172.58509188933155, -43.534418182584886], [172.58509580103768, -43.53441175605166], [172.58509398261322, -43.53441649648481]], [[172.58509192230912, -43.534417885564864], [172.58509188933155, -43.534418182584886]], [[172.58509118296791, -43.53441777303023], [172.58509099839625, -43.53441815774163]], [[172.58509099839625, -43.53441815774163], [172.58509109612464, -43.534413290407564]], [[172.5850918329815, -43.53441809774061], [172.5850918309569, -43.53441803200235]], [[172.58509192230912, -43.534417885564864], [172.5850918309569, -43.53441803200235]], [[172.5850918309569, -43.53441803200235], [172.58509183762652, -43.534417961793544]], [[172.5850918201085, -43.534417989643096], [172.5850918309569, -43.53441803200235]], [[172.5850918201085, -43.534417989643096], [172.58509183762652, -43.534417961793544]], [[172.58509181309643, -43.53441792928928], [172.5850918201085, -43.534417989643096]], [[172.58509183762652, -43.534417961793544], [172.58509193021013, -43.53441781626094]], [[172.58509183762652, -43.534417961793544], [172.5850918406388, -43.53441788346765]], [[172.5850918406388, -43.53441788346765], [172.58509181309643, -43.53441792928928]], [[172.58509169610065, -43.53441694200071], [172.58509181309643, -43.53441792928928]], [[172.58509193021013, -43.53441781626094], [172.58509522067254, -43.53441264536472], [172.58509192230912, -43.534417885564864]], [[172.58509193021013, -43.53441781626094], [172.58509192230912, -43.534417885564864]], [[172.58509194076544, -43.53441772085436], [172.5850918406388, -43.53441788346765]], [[172.5850918406388, -43.53441788346765], [172.58509190236933, -43.534416280938075]], [[172.58509194076544, -43.53441772085436], [172.58509193021013, -43.53441781626094]], [[172.58509139515607, -43.534417331692346], [172.58509118296791, -43.53441777303023]], [[172.58509118296791, -43.53441777303023], [172.58509109612464, -43.534413290407564]], [[172.58509217566555, -43.53441252266227], [172.58509568796103, -43.534411641287555], [172.58509194076544, -43.53441772085436]], [[172.58509216227208, -43.53441573982635], [172.58509194076544, -43.53441772085436]], [[172.58509167386998, -43.53441675463199], [172.58509139515607, -43.534417331692346]], [[172.5850915533589, -43.5344157385171], [172.58509139515607, -43.534417331692346]], [[172.58509169610065, -43.53441694200071], [172.58509171279164, -43.534416673735116]], [[172.58509167386998, -43.53441675463199], [172.58509169610065, -43.53441694200071]], [[172.58509093712678, -43.534412833315926], [172.58509020907897, -43.53441685016383]], [[172.5850900320869, -43.53441306054001], [172.58509020907897, -43.53441685016383]], [[172.58509171279164, -43.534416673735116], [172.58509167386998, -43.53441675463199]], [[172.5850915533589, -43.5344157385171], [172.58509167386998, -43.53441675463199]], [[172.58509190236933, -43.534416280938075], [172.58509171279164, -43.534416673735116]], [[172.58509171279164, -43.534416673735116], [172.58509195116005, -43.534412774866546]], [[172.58509398261322, -43.53441649648481], [172.5850987618252, -43.53441152638285]], [[172.58509216227208, -43.53441573982635], [172.58509190236933, -43.534416280938075]], [[172.58509190236933, -43.534416280938075], [172.58509203526853, -43.53441278237514]], [[172.58509227398025, -43.53441280485157], [172.58509352075, -43.53441291832718], [172.58509216227208, -43.53441573982635]], [[172.58509227398025, -43.53441280485157], [172.58509243785448, -43.53441327276596], [172.58509216227208, -43.53441573982635]], [[172.58509184849967, -43.534412765489776], [172.5850915533589, -43.5344157385171]], [[172.58509120243954, -43.53441276674696], [172.5850915533589, -43.5344157385171]], [[172.58509109612464, -43.534413290407564], [172.585091097057, -43.53441279337726]], [[172.585089808958, -43.534413111954855], [172.5850900320869, -43.53441306054001]], [[172.585089808958, -43.534413111954855], [172.58508983486493, -43.53441258259993]], [[172.58508929084167, -43.5344126841744], [172.585089808958, -43.534413111954855]], [[172.5850900320869, -43.53441306054001], [172.58509093712678, -43.534412833315926]], [[172.58509001050143, -43.53441259854448], [172.5850900320869, -43.53441306054001]], [[172.58509093712678, -43.534412833315926], [172.585091097057, -43.53441279337726]], [[172.58509096413528, -43.534412684844085], [172.58509093712678, -43.534412833315926]], [[172.58509217566555, -43.53441252266227], [172.58509227398025, -43.53441280485157]], [[172.58509203526853, -43.53441278237514], [172.58509227398025, -43.53441280485157]], [[172.585091097057, -43.53441279337726], [172.58509120243954, -43.53441276674696]], [[172.585091097057, -43.53441279337726], [172.5850910964799, -43.53441269702985]], [[172.58509203526853, -43.53441278237514], [172.5850920442499, -43.534412555501035]], [[172.58509195116005, -43.534412774866546], [172.58509203526853, -43.53441278237514]], [[172.58509195116005, -43.534412774866546], [172.58509196366288, -43.53441257591834]], [[172.58509184849967, -43.534412765489776], [172.58509195116005, -43.534412774866546]], [[172.58509120243954, -43.53441276674696], [172.58509137848347, -43.53441272326506]], [[172.58509119542745, -43.53441270639315], [172.58509120243954, -43.53441276674696]], [[172.58509186571837, -43.534412600774765], [172.58509184849967, -43.534412765489776]], [[172.58509137848347, -43.53441272326506], [172.58509184849967, -43.534412765489776]], [[172.58509137848347, -43.53441272326506], [172.58509186571837, -43.534412600774765]], [[172.58509119542745, -43.53441270639315], [172.58509137848347, -43.53441272326506]], [[172.58509112178507, -43.534412074929136], [172.58509119542745, -43.53441270639315]], [[172.5850910964799, -43.53441269702985], [172.58509119542745, -43.53441270639315]], [[172.5850910964799, -43.53441269702985], [172.58509112178507, -43.534412074929136]], [[172.5850910964799, -43.53441269702985], [172.58509107345014, -43.534412084658385]], [[172.58509096413528, -43.534412684844085], [172.5850910964799, -43.53441269702985]], [[172.58509107345014, -43.534412084658385], [172.58509096413528, -43.534412684844085]], [[172.58509001050143, -43.53441259854448], [172.58509096413528, -43.534412684844085]], [[172.58508929084167, -43.5344126841744], [172.58508928940356, -43.53441253289805]], [[172.58508925761126, -43.5344126570411], [172.58508929084167, -43.5344126841744]], [[172.58508925971927, -43.53441253008906], [172.58508925761126, -43.5344126570411]], [[172.58508908284517, -43.53441251414], [172.58508925761126, -43.5344126570411]], [[172.58509186571837, -43.534412600774765], [172.58509196366288, -43.53441257591834]], [[172.58509202797356, -43.53441095809092], [172.58509186571837, -43.534412600774765]], [[172.58508983486493, -43.53441258259993], [172.58508992851128, -43.534410837919275], [172.58509001050143, -43.53441259854448]], [[172.58508983486493, -43.53441258259993], [172.58509001050143, -43.53441259854448]], [[172.58508928940356, -43.53441253289805], [172.58508983486493, -43.53441258259993]], [[172.58509196366288, -43.53441257591834], [172.5850920442499, -43.534412555501035]], [[172.58509196366288, -43.53441257591834], [172.58509206260828, -43.53441096091789]], [[172.5850920442499, -43.534412555501035], [172.58509217566555, -43.53441252266227]], [[172.5850920442499, -43.534412555501035], [172.58509205791324, -43.53441218727747], [172.58509217566555, -43.53441252266227]], [[172.58508928940356, -43.53441253289805], [172.58508928200325, -43.53441144606019], [172.58508925971927, -43.53441253008906]], [[172.58508925971927, -43.53441253008906], [172.58508928940356, -43.53441253289805]], [[172.58508908284517, -43.53441251414], [172.58508925971927, -43.53441253008906]], [[172.58509202797356, -43.53441095809092], [172.58508671868861, -43.53441056514832], [172.58508908284517, -43.53441251414]], [[172.58509110303882, -43.53441192088871], [172.58509107345014, -43.534412084658385]], [[172.58509107345014, -43.534412084658385], [172.585091063244, -43.534411587587655], [172.58509110303882, -43.53441192088871]], [[172.58509112178507, -43.534412074929136], [172.585091127461, -43.53441178861509], [172.58509110303882, -43.53441192088871]], [[172.58509110303882, -43.53441192088871], [172.58509112178507, -43.534412074929136]], [[172.5850983813001, -43.53441142865668], [172.58509206260828, -43.53441096091789]], [[172.58509206260828, -43.53441096091789], [172.5850921170423, -43.53441006159248], [172.58509202797356, -43.53441095809092]], [[172.58509206260828, -43.53441096091789], [172.58509202797356, -43.53441095809092]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2023-06-10 00:46:01+12:00,17.69,CCC,Public,"[[[172.5743270247998, -43.53554456659615], [172.5743171091595, -43.53546900488854], [172.57430663844232, -43.53538596669987]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2023-06-10 00:46:49+12:00,26.97,CCC,Public,"[[[172.57435574416724, -43.53578644522337], [172.5743513397173, -43.53571336039304], [172.5743366468807, -43.535618229117084], [172.5743270247998, -43.53554456659615]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2023-06-10 00:47:15+12:00,237.25,CCC,Public,"[[[172.5746434532186, -43.537912505930755], [172.57463530747827, -43.53784722919204], [172.5746156192632, -43.5376755479678], [172.5745815031293, -43.53745845245158], [172.57455163786636, -43.5372485238934], [172.57451992991764, -43.5370385884625], [172.5744936829313, -43.53683850505674], [172.57446078410422, -43.53662320224347], [172.57441618567617, -43.536323950847915], [172.57438695862805, -43.536110896511595], [172.57436390126819, -43.53589384203795], [172.574355434876, -43.53578677902932]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2023-06-10 00:48:33+12:00,9.94,CCC,Public,"[[[172.57478731270865, -43.53895386121626], [172.57480112973766, -43.53904278881259]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2023-06-10 00:49:10+12:00,19.57,CCC,Public,"[[[172.57478731270865, -43.53895386121626], [172.5747776915961, -43.538880088027305], [172.57476273392734, -43.53877858718403]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2023-06-10 00:52:08+12:00,34.46,CCC,Public,"[[[172.57476273392734, -43.53877858718403], [172.5747460993766, -43.5386532828302], [172.57473384794903, -43.53856017047751], [172.57472495818843, -43.53846952968038]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2023-06-10 00:52:44+12:00,29.99,CCC,Public,"[[[172.57472495818843, -43.53846952968038], [172.57472248437162, -43.53842773546441], [172.574705482252, -43.53831125567307], [172.5746878218692, -43.53820091881315]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2023-06-10 00:53:03+12:00,32.13,CCC,Public,"[[[172.57468782500828, -43.53820047221518], [172.57467868105664, -43.538146363314176], [172.5746511475245, -43.53795431957371], [172.5746434500729, -43.53791295342917]]]"
In Service,Nor'West Arc Cycleway,Cycleway,2021-03-23 13:33:26+13:00,2023-06-10 00:54:13+12:00,22.53,CCC,Public,"[[[172.57469349811856, -43.539049849389045], [172.57472563547043, -43.53925139705916]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2023-06-10 03:56:16+12:00,10.91,Waka Kotahi,Public,"[[[172.56853527978626, -43.53916836810689], [172.5685797716382, -43.539207264971836], [172.56863572999413, -43.539231928882465]]]"
In Service,South Express Cycleway,Cycleway,2021-10-18 12:13:56+13:00,2023-06-09 23:37:19+12:00,816.67,CCC,Public,"[[[172.59944397882796, -43.53522206296273], [172.59636761393023, -43.535485471459246], [172.59621251662398, -43.535468792735294], [172.59596090823584, -43.53551629711878], [172.59172372715503, -43.535839996936055], [172.59159675386658, -43.53494158286393], [172.5908747195507, -43.53434621135773]]]"
In Service,South Express Cycleway,Cycleway,2021-10-18 12:07:30+13:00,2023-06-09 23:38:16+12:00,676.65,CCC,Public,"[[[172.60557613084876, -43.53670592744316], [172.60542221860308, -43.53650644788973], [172.60518159341325, -43.5348710067987], [172.59958393957248, -43.5352924548737], [172.59945498424074, -43.535234200506366], [172.59944397882796, -43.53522206296273]]]"
In Service,,Cycle lane,2021-03-23 13:33:26+13:00,2023-06-09 23:46:14+12:00,46.29,CCC,No Public Relevance,"[[[172.60706302384594, -43.5368556109987], [172.60710774897296, -43.53677845076781], [172.60714072569596, -43.536713316721226], [172.60716575102308, -43.536642904077176], [172.60717899851304, -43.53658887468039], [172.607184387491, -43.536515267394414], [172.6071852119065, -43.53648264609463], [172.60718568952615, -43.53645292206538]]]"
In Service,South Express Cycleway,Shared path,2021-10-14 16:19:24+13:00,2023-06-09 23:47:23+12:00,376.77,CCC,Public,"[[[172.60557613084876, -43.53670592744316], [172.60564632773696, -43.53671544574152], [172.60594240525054, -43.536683689363564], [172.60609144075178, -43.536672294826474], [172.60617389551018, -43.53666512156802], [172.60633686288952, -43.536668680303194], [172.60657913772056, -43.53667550923636], [172.60687762502803, -43.536683273797514], [172.60693929240333, -43.53664317477162], [172.60697337333536, -43.53655325501795], [172.60700232035293, -43.53646331670575], [172.6072026661772, -43.53645760946564], [172.60736823916213, -43.53650053588025], [172.60744993612502, -43.53653170361939], [172.6075315262886, -43.536596716939414], [172.60757013255255, -43.536650125691025], [172.60761208110114, -43.536667200319634], [172.6076895478675, -43.53667070317513], [172.60789571018253, -43.53665659932399], [172.6080762130192, -43.5366416606957], [172.60898773930109, -43.53658009615696], [172.60944352166374, -43.53654632407359], [172.60967139696845, -43.53653167799925], [172.6098992493324, -43.536520765447314]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2023-06-09 23:50:58+12:00,549.77,CCC,Public,"[[[172.6121154426728, -43.54008476885321], [172.61161754963126, -43.540198996343356], [172.61131714245053, -43.54019057131549], [172.61105818042586, -43.540132121249236], [172.61082272502458, -43.54001943982014], [172.61056627419333, -43.53984467338477], [172.60998593590574, -43.53932746254355], [172.60934061123805, -43.53873858983956], [172.6086282640208, -43.53809689843642], [172.60810229917638, -43.53761699564215], [172.60760650415273, -43.53719436359867], [172.6074274330471, -43.537071140981546], [172.6073460572709, -43.53699112818044]]]"
In Service,,Shared path,2021-03-23 13:33:26+13:00,2023-06-09 23:52:19+12:00,7.63,CCC,Public,"[[[172.607253277421, -43.53697826211697], [172.6073460572709, -43.53699112818044]]]"
In Service,,Cycle lane,2023-06-09 23:58:25+12:00,2023-06-10 00:00:45+12:00,317.95,CCC,Public,"[[[172.60125297020642, -43.53707455448462], [172.60166869641427, -43.5370416938762], [172.60197586218234, -43.53701882135454], [172.60516659464872, -43.53677527096647]]]"
In Service,Nor'West Arc Cycleway,Cycleway,2021-03-23 13:33:26+13:00,2023-06-10 00:03:35+12:00,24.93,CCC,Public,"[[[172.57455182491438, -43.538041016403874], [172.57456556088934, -43.53813083245825], [172.57457673641653, -43.53821989253205], [172.57458237703773, -43.538264388098426]]]"
